countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,account.t.d
Paraguay,PRY,2024,4874331.0,Latin America & Caribbean (excluding high income),Upper middle income,0.66
Peru,PER,2024,25601447.0,Latin America & Caribbean (excluding high income),Upper middle income,0.41
Peru,PER,2024,25601447.0,Latin America & Caribbean (excluding high income),Upper middle income,0.67
Philippines,PHL,2024,82023644.0,East Asia & Pacific (excluding high income),Lower middle income,0.44
Philippines,PHL,2024,82023644.0,East Asia & Pacific (excluding high income),Lower middle income,0.54
Poland,POL,2024,31148749.0,High income,High income,0.68
Poland,POL,2024,31148749.0,High income,High income,0.98
Portugal,PRT,2024,9214262.0,High income,High income,0.83
Portugal,PRT,2024,9214262.0,High income,High income,0.96
Romania,ROU,2024,16033507.0,High income,High income,0.58
Romania,ROU,2024,16033507.0,High income,High income,0.86
Russian Federation,RUS,2024,118635010.0,Europe & Central Asia (excluding high income),Upper middle income,0.71
Russian Federation,RUS,2024,118635010.0,Europe & Central Asia (excluding high income),Upper middle income,0.85
Saudi Arabia,SAU,2024,25248449.0,High income,High income,0.68
Saudi Arabia,SAU,2024,25248449.0,High income,High income,0.83
Senegal,SEN,2024,11094279.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.54
Senegal,SEN,2024,11094279.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.84
Serbia,SRB,2024,5672737.0,Europe & Central Asia (excluding high income),Upper middle income,0.67
Serbia,SRB,2024,5672737.0,Europe & Central Asia (excluding high income),Upper middle income,0.97
Sierra Leone,SLE,2024,5200533.0,Sub-Saharan Africa (excluding high income),Low income,0.32
Sierra Leone,SLE,2024,5200533.0,Sub-Saharan Africa (excluding high income),Low income,0.43
Singapore,SGP,2024,5220107.0,High income,High income,0.95
Singapore,SGP,2024,5220107.0,High income,High income,0.99
Slovak Republic,SVK,2024,4563499.0,High income,High income,0.81
Slovak Republic,SVK,2024,4563499.0,High income,High income,0.99
Slovenia,SVN,2024,1803880.0,High income,High income,0.98
Slovenia,SVN,2024,1803880.0,High income,High income,0.99
South Africa,ZAF,2024,46723498.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.76
South Africa,ZAF,2024,46723498.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.88
Spain,ESP,2024,41937630.0,High income,High income,0.98
Spain,ESP,2024,41937630.0,High income,High income,0.99
Sri Lanka,LKA,2024,17109247.0,South Asia (excluding high income),Lower middle income,0.77
Sri Lanka,LKA,2024,17109247.0,South Asia (excluding high income),Lower middle income,0.87
Sweden,SWE,2024,8719085.0,High income,High income,0.99
Sweden,SWE,2024,8719085.0,High income,High income,0.98
Switzerland,CHE,2024,7553903.0,High income,High income,0.97
Switzerland,CHE,2024,7553903.0,High income,High income,1.0
"Taiwan, China",TWN,2024,20437095.0,High income,High income,0.92
"Taiwan, China",TWN,2024,20437095.0,High income,High income,0.97
Tajikistan,TJK,2024,6596875.0,Europe & Central Asia (excluding high income),Lower middle income,0.42
Tajikistan,TJK,2024,6596875.0,Europe & Central Asia (excluding high income),Lower middle income,0.69
Tanzania,TZA,2024,38155970.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.49
Tanzania,TZA,2024,38155970.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.63
Thailand,THA,2024,60882768.0,East Asia & Pacific (excluding high income),Upper middle income,0.88
Thailand,THA,2024,60882768.0,East Asia & Pacific (excluding high income),Upper middle income,0.93
Togo,TGO,2024,5593530.0,Sub-Saharan Africa (excluding high income),Low income,0.52
Togo,TGO,2024,5593530.0,Sub-Saharan Africa (excluding high income),Low income,0.6
Trinidad and Tobago,TTO,2024,1120989.0,High income,High income,0.69
Trinidad and Tobago,TTO,2024,1120989.0,High income,High income,0.78
Tunisia,TUN,2024,9219268.0,Middle East & North Africa (excluding high income),Lower middle income,0.17
Tunisia,TUN,2024,9219268.0,Middle East & North Africa (excluding high income),Lower middle income,0.62
Turkiye,TUR,2024,66691005.0,Europe & Central Asia (excluding high income),Upper middle income,0.7
Turkiye,TUR,2024,66691005.0,Europe & Central Asia (excluding high income),Upper middle income,0.95
Uganda,UGA,2024,27277834.0,Sub-Saharan Africa (excluding high income),Low income,0.52
Uganda,UGA,2024,27277834.0,Sub-Saharan Africa (excluding high income),Low income,0.79
Ukraine,UKR,2024,32338724.0,Europe & Central Asia (excluding high income),Lower middle income,0.83
Ukraine,UKR,2024,32338724.0,Europe & Central Asia (excluding high income),Lower middle income,0.91
United Kingdom,GBR,2024,56450851.0,High income,High income,0.99
United Kingdom,GBR,2024,56450851.0,High income,High income,1.0
United States,USA,2024,275987833.0,High income,High income,0.94
United States,USA,2024,275987833.0,High income,High income,0.99
Uruguay,URY,2024,2755004.0,High income,High income,0.62
Uruguay,URY,2024,2755004.0,High income,High income,0.82
Uzbekistan,UZB,2024,24646062.0,Europe & Central Asia (excluding high income),Lower middle income,0.54
Uzbekistan,UZB,2024,24646062.0,Europe & Central Asia (excluding high income),Lower middle income,0.65
"Venezuela, RB",VEN,2024,20899114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.85
"Venezuela, RB",VEN,2024,20899114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.89
Viet Nam,VNM,2024,76663207.0,East Asia & Pacific (excluding high income),Lower middle income,0.41
Viet Nam,VNM,2024,76663207.0,East Asia & Pacific (excluding high income),Lower middle income,0.78
West Bank and Gaza,PSE,2024,3183655.0,Middle East & North Africa (excluding high income),Lower middle income,0.31
West Bank and Gaza,PSE,2024,3183655.0,Middle East & North Africa (excluding high income),Lower middle income,0.58
Zambia,ZMB,2024,12029200.0,Sub-Saharan Africa (excluding high income),Low income,0.64
Zambia,ZMB,2024,12029200.0,Sub-Saharan Africa (excluding high income),Low income,0.79
Zimbabwe,ZWE,2024,9588258.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.4
Zimbabwe,ZWE,2024,9588258.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.62
Albania,ALB,2011,2281010.0,Europe & Central Asia (excluding high income),Upper middle income,0.36
Albania,ALB,2011,2281010.0,Europe & Central Asia (excluding high income),Upper middle income,0.15
Algeria,DZA,2011,26251587.0,Middle East & North Africa (excluding high income),Lower middle income,0.4
Algeria,DZA,2011,26251587.0,Middle East & North Africa (excluding high income),Lower middle income,0.3
Angola,AGO,2011,12779501.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.44
Angola,AGO,2011,12779501.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.35
Argentina,ARG,2011,30685516.0,Latin America & Caribbean (excluding high income),Upper middle income,0.37
Argentina,ARG,2011,30685516.0,Latin America & Caribbean (excluding high income),Upper middle income,0.28
Armenia,ARM,2011,2457011.0,Europe & Central Asia (excluding high income),Upper middle income,0.2
Armenia,ARM,2011,2457011.0,Europe & Central Asia (excluding high income),Upper middle income,0.07
Australia,AUS,2011,17830548.0,High income,High income,0.99
Australia,AUS,2011,17830548.0,High income,High income,1.0
Austria,AUT,2011,7123870.0,High income,High income,0.98
Austria,AUT,2011,7123870.0,High income,High income,0.89
Azerbaijan,AZE,2011,7034188.0,Europe & Central Asia (excluding high income),Upper middle income,0.17
Azerbaijan,AZE,2011,7034188.0,Europe & Central Asia (excluding high income),Upper middle income,0.09
Bahrain,BHR,2011,978145.0,High income,High income,0.66
Bahrain,BHR,2011,978145.0,High income,High income,0.63
Bangladesh,BGD,2011,100376575.0,South Asia (excluding high income),Lower middle income,0.43
Bangladesh,BGD,2011,100376575.0,South Asia (excluding high income),Lower middle income,0.21
Belarus,BLR,2011,8075665.0,Europe & Central Asia (excluding high income),Upper middle income,0.67
Belarus,BLR,2011,8075665.0,Europe & Central Asia (excluding high income),Upper middle income,0.14
Belgium,BEL,2011,9049843.0,High income,High income,0.99
Belgium,BEL,2011,9049843.0,High income,High income,0.87
Benin,BEN,2011,5496491.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.2
Benin,BEN,2011,5496491.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.09
Bolivia,BOL,2011,6675907.0,Latin America & Caribbean (excluding high income),Lower middle income,0.34
Bolivia,BOL,2011,6675907.0,Latin America & Caribbean (excluding high income),Lower middle income,0.13
Bosnia and Herzegovina,BIH,2011,3217823.0,Europe & Central Asia (excluding high income),Upper middle income,0.68
Bosnia and Herzegovina,BIH,2011,3217823.0,Europe & Central Asia (excluding high income),Upper middle income,0.34
Botswana,BWA,2011,1340324.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.39
Botswana,BWA,2011,1340324.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.18
Brazil,BRA,2011,145842533.0,Latin America & Caribbean (excluding high income),Upper middle income,0.64
Brazil,BRA,2011,145842533.0,Latin America & Caribbean (excluding high income),Upper middle income,0.47
Bulgaria,BGR,2011,6400381.0,Europe & Central Asia (excluding high income),Upper middle income,0.68
Bulgaria,BGR,2011,6400381.0,Europe & Central Asia (excluding high income),Upper middle income,0.26
Burkina Faso,BFA,2011,8802362.0,Sub-Saharan Africa (excluding high income),Low income,0.35
Burkina Faso,BFA,2011,8802362.0,Sub-Saharan Africa (excluding high income),Low income,0.11
Cameroon,CMR,2011,11072780.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.17
Cameroon,CMR,2011,11072780.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.13
Canada,CAN,2011,28373521.0,High income,High income,0.98
Canada,CAN,2011,28373521.0,High income,High income,0.89
Chile,CHL,2011,13480066.0,High income,High income,0.51
Chile,CHL,2011,13480066.0,High income,High income,0.24
China,CHN,2011,1090576711.0,East Asia & Pacific (excluding high income),Upper middle income,0.82
China,CHN,2011,1090576711.0,East Asia & Pacific (excluding high income),Upper middle income,0.57
Colombia,COL,2011,32481705.0,Latin America & Caribbean (excluding high income),Upper middle income,0.35
Colombia,COL,2011,32481705.0,Latin America & Caribbean (excluding high income),Upper middle income,0.16
Comoros,COM,2011,382348.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.32
Comoros,COM,2011,382348.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.13
"Congo, Rep.",COG,2011,2658255.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.13
"Congo, Rep.",COG,2011,2658255.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.05
Costa Rica,CRI,2011,3423771.0,Latin America & Caribbean (excluding high income),Upper middle income,0.59
Costa Rica,CRI,2011,3423771.0,Latin America & Caribbean (excluding high income),Upper middle income,0.36
Croatia,HRV,2011,3638504.0,High income,High income,0.92
Croatia,HRV,2011,3638504.0,High income,High income,0.7
Cyprus,CYP,2011,936237.0,High income,High income,0.92
Cyprus,CYP,2011,936237.0,High income,High income,0.69
Czechia,CZE,2011,8965818.0,High income,High income,0.9
Czechia,CZE,2011,8965818.0,High income,High income,0.49
Denmark,DNK,2011,4549535.0,High income,High income,1.0
Denmark,DNK,2011,4549535.0,High income,High income,1.0
Djibouti,DJI,2011,591971.0,Middle East & North Africa (excluding high income),Lower middle income,0.22
Djibouti,DJI,2011,591971.0,Middle East & North Africa (excluding high income),Lower middle income,0.06
Dominican Republic,DOM,2011,6788648.0,Latin America & Caribbean (excluding high income),Upper middle income,0.62
Dominican Republic,DOM,2011,6788648.0,Latin America & Caribbean (excluding high income),Upper middle income,0.25
Ecuador,ECU,2011,10352753.0,Latin America & Caribbean (excluding high income),Upper middle income,0.41
Ecuador,ECU,2011,10352753.0,Latin America & Caribbean (excluding high income),Upper middle income,0.23
El Salvador,SLV,2011,4126198.0,Latin America & Caribbean (excluding high income),Lower middle income,0.23
El Salvador,SLV,2011,4126198.0,Latin America & Caribbean (excluding high income),Lower middle income,0.06
Estonia,EST,2011,1128611.0,High income,High income,0.99
Estonia,EST,2011,1128611.0,High income,High income,0.88
Eswatini,SWZ,2011,680317.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.38
Eswatini,SWZ,2011,680317.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.11
Finland,FIN,2011,4475337.0,High income,High income,1.0
Finland,FIN,2011,4475337.0,High income,High income,0.99
France,FRA,2011,52976120.0,High income,High income,0.97
France,FRA,2011,52976120.0,High income,High income,0.98
Gabon,GAB,2011,1077711.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.32
Gabon,GAB,2011,1077711.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.09
Georgia,GEO,2011,3084171.0,Europe & Central Asia (excluding high income),Upper middle income,0.36
Georgia,GEO,2011,3084171.0,Europe & Central Asia (excluding high income),Upper middle income,0.2
Germany,DEU,2011,70576834.0,High income,High income,0.99
Germany,DEU,2011,70576834.0,High income,High income,0.97
Ghana,GHA,2011,15512209.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.51
Ghana,GHA,2011,15512209.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.16
Greece,GRC,2011,9493929.0,High income,High income,0.78
Greece,GRC,2011,9493929.0,High income,High income,0.77
Guatemala,GTM,2011,8804525.0,Latin America & Caribbean (excluding high income),Upper middle income,0.34
Guatemala,GTM,2011,8804525.0,Latin America & Caribbean (excluding high income),Upper middle income,0.13
Haiti,HTI,2011,6250015.0,Latin America & Caribbean (excluding high income),Lower middle income,0.29
Haiti,HTI,2011,6250015.0,Latin America & Caribbean (excluding high income),Lower middle income,0.08
Honduras,HND,2011,5181064.0,Latin America & Caribbean (excluding high income),Lower middle income,0.33
Honduras,HND,2011,5181064.0,Latin America & Caribbean (excluding high income),Lower middle income,0.11
"Hong Kong SAR, China",HKG,2011,6165173.0,High income,High income,0.92
"Hong Kong SAR, China",HKG,2011,6165173.0,High income,High income,0.79
Hungary,HUN,2011,8529919.0,High income,High income,0.84
Hungary,HUN,2011,8529919.0,High income,High income,0.46
India,IND,2011,853745004.0,South Asia (excluding high income),Lower middle income,0.59
India,IND,2011,853745004.0,South Asia (excluding high income),Lower middle income,0.31
Indonesia,IDN,2011,177530453.0,East Asia & Pacific (excluding high income),Lower middle income,0.29
Indonesia,IDN,2011,177530453.0,East Asia & Pacific (excluding high income),Lower middle income,0.1
"Iran, Islamic Rep.",IRN,2011,59270231.0,Middle East & North Africa (excluding high income),Lower middle income,0.79
"Iran, Islamic Rep.",IRN,2011,59270231.0,Middle East & North Africa (excluding high income),Lower middle income,0.65
Iraq,IRQ,2011,18241367.0,Middle East & North Africa (excluding high income),Upper middle income,0.14
Iraq,IRQ,2011,18241367.0,Middle East & North Africa (excluding high income),Upper middle income,0.08
Ireland,IRL,2011,3598499.0,High income,High income,0.96
Ireland,IRL,2011,3598499.0,High income,High income,0.83
Israel,ISR,2011,5491153.0,High income,High income,0.91
Israel,ISR,2011,5491153.0,High income,High income,0.91
Italy,ITA,2011,50957209.0,High income,High income,0.83
Italy,ITA,2011,50957209.0,High income,High income,0.64
Jamaica,JAM,2011,2007871.0,Latin America & Caribbean (excluding high income),Upper middle income,0.79
Jamaica,JAM,2011,2007871.0,Latin America & Caribbean (excluding high income),Upper middle income,0.6
Japan,JPN,2011,110945852.0,High income,High income,0.99
Japan,JPN,2011,110945852.0,High income,High income,0.9
Jordan,JOR,2011,4670454.0,Middle East & North Africa (excluding high income),Upper middle income,0.28
Jordan,JOR,2011,4670454.0,Middle East & North Africa (excluding high income),Upper middle income,0.16
Kazakhstan,KAZ,2011,12564991.0,Europe & Central Asia (excluding high income),Upper middle income,0.46
Kazakhstan,KAZ,2011,12564991.0,Europe & Central Asia (excluding high income),Upper middle income,0.2
Kenya,KEN,2011,23450849.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.63
Kenya,KEN,2011,23450849.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.19
"Korea, Rep.",KOR,2011,41432826.0,High income,High income,0.93
"Korea, Rep.",KOR,2011,41432826.0,High income,High income,0.91
Kosovo,XKX,2011,1287712.0,Europe & Central Asia (excluding high income),Upper middle income,0.57
Kosovo,XKX,2011,1287712.0,Europe & Central Asia (excluding high income),Upper middle income,0.26
Kuwait,KWT,2011,2266476.0,High income,High income,0.86
Kuwait,KWT,2011,2266476.0,High income,High income,0.98
Lao PDR,LAO,2011,4035423.0,East Asia & Pacific (excluding high income),Lower middle income,0.35
Lao PDR,LAO,2011,4035423.0,East Asia & Pacific (excluding high income),Lower middle income,0.22
Latvia,LVA,2011,1800178.0,High income,High income,0.94
Latvia,LVA,2011,1800178.0,High income,High income,0.74
Lebanon,LBN,2011,3709897.0,Middle East & North Africa (excluding high income),Lower middle income,0.45
Lebanon,LBN,2011,3709897.0,Middle East & North Africa (excluding high income),Lower middle income,0.23
Lesotho,LSO,2011,1266790.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.34
Lesotho,LSO,2011,1266790.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.11
Liberia,LBR,2011,2309936.0,Sub-Saharan Africa (excluding high income),Low income,0.31
Liberia,LBR,2011,2309936.0,Sub-Saharan Africa (excluding high income),Low income,0.1
Lithuania,LTU,2011,2635099.0,High income,High income,0.78
Lithuania,LTU,2011,2635099.0,High income,High income,0.47
Luxembourg,LUX,2011,417441.0,High income,High income,0.96
Luxembourg,LUX,2011,417441.0,High income,High income,0.89
Malawi,MWI,2011,7972899.0,Sub-Saharan Africa (excluding high income),Low income,0.36
Malawi,MWI,2011,7972899.0,Sub-Saharan Africa (excluding high income),Low income,0.12
Malaysia,MYS,2011,20649116.0,East Asia & Pacific (excluding high income),Upper middle income,0.74
Malaysia,MYS,2011,20649116.0,East Asia & Pacific (excluding high income),Upper middle income,0.4
Malta,MLT,2011,351508.0,High income,High income,0.96
Malta,MLT,2011,351508.0,High income,High income,0.92
Mauritania,MRT,2011,1903527.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.32
Mauritania,MRT,2011,1903527.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.11
Mauritius,MUS,2011,986634.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.86
Mauritius,MUS,2011,986634.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.74
Mexico,MEX,2011,79795751.0,Latin America & Caribbean (excluding high income),Upper middle income,0.38
Mexico,MEX,2011,79795751.0,Latin America & Caribbean (excluding high income),Upper middle income,0.13
Moldova,MDA,2011,2361620.0,Europe & Central Asia (excluding high income),Upper middle income,0.22
Moldova,MDA,2011,2361620.0,Europe & Central Asia (excluding high income),Upper middle income,0.04
Mongolia,MNG,2011,1973485.0,East Asia & Pacific (excluding high income),Lower middle income,0.86
Mongolia,MNG,2011,1973485.0,East Asia & Pacific (excluding high income),Lower middle income,0.54
Montenegro,MNE,2011,500343.0,Europe & Central Asia (excluding high income),Upper middle income,0.61
Montenegro,MNE,2011,500343.0,Europe & Central Asia (excluding high income),Upper middle income,0.29
Nepal,NPL,2011,17498633.0,South Asia (excluding high income),Lower middle income,0.42
Nepal,NPL,2011,17498633.0,South Asia (excluding high income),Lower middle income,0.19
Netherlands,NLD,2011,13694510.0,High income,High income,0.99
Netherlands,NLD,2011,13694510.0,High income,High income,0.96
New Zealand,NZL,2011,3443024.0,High income,High income,0.99
New Zealand,NZL,2011,3443024.0,High income,High income,1.0
Nicaragua,NIC,2011,3774402.0,Latin America & Caribbean (excluding high income),Lower middle income,0.19
Nicaragua,NIC,2011,3774402.0,Latin America & Caribbean (excluding high income),Lower middle income,0.06
Nigeria,NGA,2011,92621676.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.44
Nigeria,NGA,2011,92621676.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.12
North Macedonia,MKD,2011,1569860.0,Europe & Central Asia (excluding high income),Upper middle income,0.83
North Macedonia,MKD,2011,1569860.0,Europe & Central Asia (excluding high income),Upper middle income,0.64
Oman,OMN,2011,1989124.0,High income,High income,0.76
Oman,OMN,2011,1989124.0,High income,High income,0.37
Pakistan,PAK,2011,120857470.0,South Asia (excluding high income),Lower middle income,0.24
Pakistan,PAK,2011,120857470.0,South Asia (excluding high income),Lower middle income,0.04
Panama,PAN,2011,2569368.0,High income,High income,0.28
Panama,PAN,2011,2569368.0,High income,High income,0.15
Paraguay,PRY,2011,3870412.0,Latin America & Caribbean (excluding high income),Upper middle income,0.3
Paraguay,PRY,2011,3870412.0,Latin America & Caribbean (excluding high income),Upper middle income,0.08
Peru,PER,2011,20570757.0,Latin America & Caribbean (excluding high income),Upper middle income,0.24
Peru,PER,2011,20570757.0,Latin America & Caribbean (excluding high income),Upper middle income,0.07
Philippines,PHL,2011,62034866.0,East Asia & Pacific (excluding high income),Lower middle income,0.33
Philippines,PHL,2011,62034866.0,East Asia & Pacific (excluding high income),Lower middle income,0.12
Poland,POL,2011,32308457.0,High income,High income,0.81
Poland,POL,2011,32308457.0,High income,High income,0.35
Portugal,PRT,2011,8967347.0,High income,High income,0.86
Portugal,PRT,2011,8967347.0,High income,High income,0.75
Qatar,QAT,2011,1392286.0,High income,High income,0.7
Qatar,QAT,2011,1392286.0,High income,High income,0.32
Romania,ROU,2011,17058580.0,High income,High income,0.51
Romania,ROU,2011,17058580.0,High income,High income,0.27
Russian Federation,RUS,2011,121177141.0,Europe & Central Asia (excluding high income),Upper middle income,0.55
Russian Federation,RUS,2011,121177141.0,Europe & Central Asia (excluding high income),Upper middle income,0.24
Rwanda,RWA,2011,5941330.0,Sub-Saharan Africa (excluding high income),Low income,0.52
Rwanda,RWA,2011,5941330.0,Sub-Saharan Africa (excluding high income),Low income,0.31
Saudi Arabia,SAU,2011,17354530.0,High income,High income,0.5
Saudi Arabia,SAU,2011,17354530.0,High income,High income,0.39
Serbia,SRB,2011,6237019.0,Europe & Central Asia (excluding high income),Upper middle income,0.71
Serbia,SRB,2011,6237019.0,Europe & Central Asia (excluding high income),Upper middle income,0.4
Sierra Leone,SLE,2011,3534329.0,Sub-Saharan Africa (excluding high income),Low income,0.42
Sierra Leone,SLE,2011,3534329.0,Sub-Saharan Africa (excluding high income),Low income,0.06
Singapore,SGP,2011,4359214.0,High income,High income,1.0
Singapore,SGP,2011,4359214.0,High income,High income,0.94
Slovak Republic,SVK,2011,4557830.0,High income,High income,0.88
Slovak Republic,SVK,2011,4557830.0,High income,High income,0.49
Slovenia,SVN,2011,1758964.0,High income,High income,0.98
Slovenia,SVN,2011,1758964.0,High income,High income,0.95
South Africa,ZAF,2011,36953226.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.58
South Africa,ZAF,2011,36953226.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.43
Spain,ESP,2011,39626900.0,High income,High income,0.95
Spain,ESP,2011,39626900.0,High income,High income,0.88
Sri Lanka,LKA,2011,15571720.0,South Asia (excluding high income),Lower middle income,0.76
Sri Lanka,LKA,2011,15571720.0,South Asia (excluding high income),Lower middle income,0.63
Sweden,SWE,2011,7820937.0,High income,High income,0.99
Sweden,SWE,2011,7820937.0,High income,High income,0.99
Syrian Arab Republic,SYR,2011,14356499.0,Middle East & North Africa (excluding high income),Low income,0.24
Syrian Arab Republic,SYR,2011,14356499.0,Middle East & North Africa (excluding high income),Low income,0.23
"Taiwan, China",TWN,2011,19429474.0,High income,High income,0.94
"Taiwan, China",TWN,2011,19429474.0,High income,High income,0.71
Tanzania,TZA,2011,24470055.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.41
Tanzania,TZA,2011,24470055.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.07
Thailand,THA,2011,54766867.0,East Asia & Pacific (excluding high income),Upper middle income,0.91
Thailand,THA,2011,54766867.0,East Asia & Pacific (excluding high income),Upper middle income,0.64
Togo,TGO,2011,3932998.0,Sub-Saharan Africa (excluding high income),Low income,0.2
Togo,TGO,2011,3932998.0,Sub-Saharan Africa (excluding high income),Low income,0.06
Trinidad and Tobago,TTO,2011,1050120.0,High income,High income,0.8
Trinidad and Tobago,TTO,2011,1050120.0,High income,High income,0.64
Turkiye,TUR,2011,54201890.0,Europe & Central Asia (excluding high income),Upper middle income,0.65
Turkiye,TUR,2011,54201890.0,Europe & Central Asia (excluding high income),Upper middle income,0.51
Uganda,UGA,2011,16363076.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Uganda,UGA,2011,16363076.0,Sub-Saharan Africa (excluding high income),Low income,0.14
Ukraine,UKR,2011,39900312.0,Europe & Central Asia (excluding high income),Lower middle income,0.47
Ukraine,UKR,2011,39900312.0,Europe & Central Asia (excluding high income),Lower middle income,0.12
United Arab Emirates,ARE,2011,5710622.0,High income,High income,0.61
United Arab Emirates,ARE,2011,5710622.0,High income,High income,0.43
United Kingdom,GBR,2011,51619966.0,High income,High income,0.99
United Kingdom,GBR,2011,51619966.0,High income,High income,0.9
United States,USA,2011,248390172.0,High income,High income,0.9
United States,USA,2011,248390172.0,High income,High income,0.47
Uruguay,URY,2011,2578893.0,High income,High income,0.35
Uruguay,URY,2011,2578893.0,High income,High income,0.11
Uzbekistan,UZB,2011,20171292.0,Europe & Central Asia (excluding high income),Lower middle income,0.28
Uzbekistan,UZB,2011,20171292.0,Europe & Central Asia (excluding high income),Lower middle income,0.1
"Venezuela, RB",VEN,2011,20199432.0,Latin America & Caribbean (excluding high income),Upper middle income,0.47
"Venezuela, RB",VEN,2011,20199432.0,Latin America & Caribbean (excluding high income),Upper middle income,0.32
Viet Nam,VNM,2011,65955596.0,East Asia & Pacific (excluding high income),Lower middle income,0.32
Viet Nam,VNM,2011,65955596.0,East Asia & Pacific (excluding high income),Lower middle income,0.05
West Bank and Gaza,PSE,2011,2199701.0,Middle East & North Africa (excluding high income),Lower middle income,0.22
West Bank and Gaza,PSE,2011,2199701.0,Middle East & North Africa (excluding high income),Lower middle income,0.13
Zambia,ZMB,2011,7506102.0,Sub-Saharan Africa (excluding high income),Low income,0.32
Zambia,ZMB,2011,7506102.0,Sub-Saharan Africa (excluding high income),Low income,0.09
Afghanistan,AFG,2014,16708999.0,South Asia (excluding high income),Low income,
Afghanistan,AFG,2014,16708999.0,South Asia (excluding high income),Low income,
Albania,ALB,2014,2322032.0,Europe & Central Asia (excluding high income),Upper middle income,0.56
Albania,ALB,2014,2322032.0,Europe & Central Asia (excluding high income),Upper middle income,0.24
Algeria,DZA,2014,27628433.0,Middle East & North Africa (excluding high income),Lower middle income,0.55
Algeria,DZA,2014,27628433.0,Middle East & North Africa (excluding high income),Lower middle income,0.48
Angola,AGO,2014,14342950.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.7
Angola,AGO,2014,14342950.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.14
Argentina,ARG,2014,31872846.0,Latin America & Caribbean (excluding high income),Upper middle income,0.49
Argentina,ARG,2014,31872846.0,Latin America & Caribbean (excluding high income),Upper middle income,0.52
Armenia,ARM,2014,2428128.0,Europe & Central Asia (excluding high income),Upper middle income,0.21
Armenia,ARM,2014,2428128.0,Europe & Central Asia (excluding high income),Upper middle income,0.06
Australia,AUS,2014,18749193.0,High income,High income,0.99
Australia,AUS,2014,18749193.0,High income,High income,1.0
Austria,AUT,2014,7260944.0,High income,High income,0.97
Austria,AUT,2014,7260944.0,High income,High income,0.96
Azerbaijan,AZE,2014,7283305.0,Europe & Central Asia (excluding high income),Upper middle income,0.32
Azerbaijan,AZE,2014,7283305.0,Europe & Central Asia (excluding high income),Upper middle income,0.17
Bahrain,BHR,2014,1005566.0,High income,High income,0.82
Bahrain,BHR,2014,1005566.0,High income,High income,0.8
Bangladesh,BGD,2014,105778630.0,South Asia (excluding high income),Lower middle income,0.37
Bangladesh,BGD,2014,105778630.0,South Asia (excluding high income),Lower middle income,0.25
Belarus,BLR,2014,7971997.0,Europe & Central Asia (excluding high income),Upper middle income,0.79
Belarus,BLR,2014,7971997.0,Europe & Central Asia (excluding high income),Upper middle income,0.33
Belgium,BEL,2014,9263588.0,High income,High income,0.98
Belgium,BEL,2014,9263588.0,High income,High income,1.0
